version,reputation,group,player,round,action,payoff,avg_action,wealth
"non-targeted, random",reputation = 0,89,2171,10,1.0,150,1.0,2500
"non-targeted, random",reputation = 0,89,2171,11,1.0,150,1.0,2650
"non-targeted, random",reputation = 0,89,2171,12,1.0,150,1.0,2800
"non-targeted, random",reputation = 0,89,2171,13,1.0,150,1.0,2950
"non-targeted, random",reputation = 0,89,2171,14,1.0,150,1.0,3100
"non-targeted, random",reputation = 0,89,2171,15,1.0,150,1.0,3250
"non-targeted, random",reputation = 0,89,2171,16,1.0,150,1.0,3400
"non-targeted, random",reputation = 0,89,2172,1,1.0,200,1.0,1200
"non-targeted, random",reputation = 0,89,2172,2,1.0,200,1.0,1400
"non-targeted, random",reputation = 0,89,2172,3,1.0,200,1.0,1600
"non-targeted, random",reputation = 0,89,2172,4,1.0,200,1.0,1800
"non-targeted, random",reputation = 0,89,2172,5,1.0,300,1.0,2100
"non-targeted, random",reputation = 0,89,2172,6,1.0,300,1.0,2400
"non-targeted, random",reputation = 0,89,2172,7,1.0,300,1.0,2700
"non-targeted, random",reputation = 0,89,2172,8,1.0,300,1.0,3000
"non-targeted, random",reputation = 0,89,2172,9,1.0,300,1.0,3300
"non-targeted, random",reputation = 0,89,2172,10,1.0,300,1.0,3600
"non-targeted, random",reputation = 0,89,2172,11,1.0,300,1.0,3900
"non-targeted, random",reputation = 0,89,2172,12,1.0,300,1.0,4200
"non-targeted, random",reputation = 0,89,2172,13,1.0,300,1.0,4500
"non-targeted, random",reputation = 0,89,2172,14,1.0,300,1.0,4800
"non-targeted, random",reputation = 0,89,2172,15,1.0,300,1.0,5100
"non-targeted, random",reputation = 0,89,2172,16,1.0,200,1.0,5300
"non-targeted, random",reputation = 0,89,2173,1,1.0,100,1.0,1100
"non-targeted, random",reputation = 0,89,2173,2,1.0,100,1.0,1200
"non-targeted, random",reputation = 0,89,2173,3,1.0,100,1.0,1300
"non-targeted, random",reputation = 0,89,2173,4,1.0,100,1.0,1400
"non-targeted, random",reputation = 0,89,2173,5,1.0,100,1.0,1500
"non-targeted, random",reputation = 0,89,2173,6,1.0,100,1.0,1600
"non-targeted, random",reputation = 0,89,2173,7,1.0,100,1.0,1700
"non-targeted, random",reputation = 0,89,2173,8,1.0,100,1.0,1800
"non-targeted, random",reputation = 0,89,2173,9,1.0,100,1.0,1900
"non-targeted, random",reputation = 0,89,2173,10,1.0,100,1.0,2000
"non-targeted, random",reputation = 0,89,2173,11,1.0,100,1.0,2100
"non-targeted, random",reputation = 0,89,2173,12,1.0,100,1.0,2200
"non-targeted, random",reputation = 0,89,2173,13,1.0,100,1.0,2300
"non-targeted, random",reputation = 0,89,2173,14,1.0,100,1.0,2400
"non-targeted, random",reputation = 0,89,2173,15,1.0,100,1.0,2500
"non-targeted, random",reputation = 0,89,2173,16,1.0,100,1.0,2600
"non-targeted, random",reputation = 0,89,2174,1,1.0,0,1.0,1000
"non-targeted, random",reputation = 0,89,2174,2,1.0,150,1.0,1150
"non-targeted, random",reputation = 0,89,2174,3,1.0,150,1.0,1300
"non-targeted, random",reputation = 0,89,2174,4,1.0,150,1.0,1450
"non-targeted, random",reputation = 0,89,2174,5,1.0,150,1.0,1600
"non-targeted, random",reputation = 0,89,2174,6,1.0,150,1.0,1750
"non-targeted, random",reputation = 0,89,2174,7,1.0,150,1.0,1900
"non-targeted, random",reputation = 0,89,2174,8,1.0,150,1.0,2050
"non-targeted, random",reputation = 0,89,2174,9,1.0,150,1.0,2200
"non-targeted, random",reputation = 0,89,2174,10,1.0,150,1.0,2350
"non-targeted, random",reputation = 0,89,2174,11,1.0,150,1.0,2500
"non-targeted, random",reputation = 0,89,2174,12,1.0,150,1.0,2650
"non-targeted, random",reputation = 0,89,2174,13,1.0,150,1.0,2800
"non-targeted, random",reputation = 0,89,2174,14,1.0,150,1.0,2950
"non-targeted, random",reputation = 0,89,2174,15,1.0,150,1.0,3100
"non-targeted, random",reputation = 0,89,2174,16,1.0,150,1.0,3250
"non-targeted, random",reputation = 0,89,2175,1,1.0,200,1.0,1200
"non-targeted, random",reputation = 0,89,2175,2,1.0,300,1.0,1500
"non-targeted, random",reputation = 0,89,2175,3,1.0,300,1.0,1800
"non-targeted, random",reputation = 0,89,2175,4,1.0,300,1.0,2100
"non-targeted, random",reputation = 0,89,2175,5,1.0,300,1.0,2400
"non-targeted, random",reputation = 0,89,2175,6,1.0,300,1.0,2700
"non-targeted, random",reputation = 0,89,2175,7,1.0,300,1.0,3000
"non-targeted, random",reputation = 0,89,2175,8,1.0,300,1.0,3300
"non-targeted, random",reputation = 0,89,2175,9,1.0,300,1.0,3600
"non-targeted, random",reputation = 0,89,2175,10,1.0,300,1.0,3900
"non-targeted, random",reputation = 0,89,2175,11,1.0,300,1.0,4200
"non-targeted, random",reputation = 0,89,2175,12,1.0,300,1.0,4500
"non-targeted, random",reputation = 0,89,2175,13,1.0,300,1.0,4800
"non-targeted, random",reputation = 0,89,2175,14,1.0,300,1.0,5100
"non-targeted, random",reputation = 0,89,2175,15,1.0,300,1.0,5400
"non-targeted, random",reputation = 0,89,2175,16,1.0,300,1.0,5700
"non-targeted, random",reputation = 0,89,2176,1,0.0,300,0.0,1300
"non-targeted, random",reputation = 0,89,2176,2,0.0,300,0.0,1600
"non-targeted, random",reputation = 0,89,2176,3,0.0,300,0.0,1900
"non-targeted, random",reputation = 0,89,2176,4,0.0,300,0.0,2200
"non-targeted, random",reputation = 0,89,2176,5,1.0,150,0.2,2350
"non-targeted, random",reputation = 0,89,2176,6,1.0,150,0.3333333333333333,2500
"non-targeted, random",reputation = 0,89,2176,7,1.0,150,0.42857142857142855,2650
"non-targeted, random",reputation = 0,89,2176,8,1.0,150,0.5,2800
"non-targeted, random",reputation = 0,89,2176,9,1.0,150,0.5555555555555556,2950
"non-targeted, random",reputation = 0,89,2176,10,1.0,150,0.6,3100
"non-targeted, random",reputation = 0,89,2176,11,1.0,150,0.6363636363636364,3250
"non-targeted, random",reputation = 0,89,2176,12,1.0,150,0.6666666666666666,3400
"non-targeted, random",reputation = 0,89,2176,13,1.0,150,0.6923076923076923,3550
"non-targeted, random",reputation = 0,89,2176,14,1.0,150,0.7142857142857143,3700
"non-targeted, random",reputation = 0,89,2176,15,1.0,150,0.7333333333333333,3850
"non-targeted, random",reputation = 0,89,2176,16,0.0,300,0.6875,4150
"non-targeted, random",reputation = 0,89,2177,1,0.0,300,0.0,1300
"non-targeted, random",reputation = 0,89,2177,2,1.0,200,0.5,1500
"non-targeted, random",reputation = 0,89,2177,3,1.0,200,0.6666666666666666,1700
"non-targeted, random",reputation = 0,89,2177,4,1.0,200,0.75,1900
"non-targeted, random",reputation = 0,89,2177,5,1.0,200,0.8,2100
"non-targeted, random",reputation = 0,89,2177,6,1.0,200,0.8333333333333334,2300
"non-targeted, random",reputation = 0,89,2177,7,1.0,200,0.8571428571428571,2500
"non-targeted, random",reputation = 0,89,2177,8,1.0,200,0.875,2700
"non-targeted, random",reputation = 0,89,2177,9,1.0,200,0.8888888888888888,2900
"non-targeted, random",reputation = 0,89,2177,10,1.0,200,0.9,3100
"non-targeted, random",reputation = 0,89,2177,11,1.0,200,0.9090909090909091,3300
"non-targeted, random",reputation = 0,89,2177,12,1.0,200,0.9166666666666666,3500
"non-targeted, random",reputation = 0,89,2177,13,1.0,200,0.9230769230769231,3700
"non-targeted, random",reputation = 0,89,2177,14,1.0,200,0.9285714285714286,3900
"non-targeted, random",reputation = 0,89,2177,15,1.0,200,0.9333333333333333,4100
"non-targeted, random",reputation = 0,89,2177,16,1.0,200,0.9375,4300
"non-targeted, random",reputation = 0,89,2178,1,1.0,100,1.0,1100
"non-targeted, random",reputation = 0,89,2178,2,1.0,100,1.0,1200
"non-targeted, random",reputation = 0,89,2178,3,1.0,100,1.0,1300
"non-targeted, random",reputation = 0,89,2178,4,1.0,100,1.0,1400
"non-targeted, random",reputation = 0,89,2178,5,1.0,100,1.0,1500
"non-targeted, random",reputation = 0,89,2178,6,1.0,100,1.0,1600
"non-targeted, random",reputation = 0,89,2178,7,1.0,100,1.0,1700
"non-targeted, random",reputation = 0,89,2178,8,1.0,100,1.0,1800
"non-targeted, random",reputation = 0,89,2178,9,1.0,100,1.0,1900
"non-targeted, random",reputation = 0,89,2178,10,1.0,100,1.0,2000
"non-targeted, random",reputation = 0,89,2178,11,1.0,100,1.0,2100
"non-targeted, random",reputation = 0,89,2178,12,1.0,100,1.0,2200
"non-targeted, random",reputation = 0,89,2178,13,1.0,100,1.0,2300
"non-targeted, random",reputation = 0,89,2178,14,1.0,100,1.0,2400
"non-targeted, random",reputation = 0,89,2178,15,1.0,100,1.0,2500
"non-targeted, random",reputation = 0,89,2178,16,1.0,100,1.0,2600
"non-targeted, random",reputation = 0,89,2179,1,1.0,0,1.0,1000
"non-targeted, random",reputation = 0,89,2179,2,1.0,150,1.0,1150
"non-targeted, random",reputation = 0,89,2179,3,1.0,150,1.0,1300
"non-targeted, random",reputation = 0,89,2179,4,1.0,150,1.0,1450
"non-targeted, random",reputation = 0,89,2179,5,1.0,150,1.0,1600
"non-targeted, random",reputation = 0,89,2179,6,1.0,150,1.0,1750
"non-targeted, random",reputation = 0,89,2179,7,1.0,150,1.0,1900
"non-targeted, random",reputation = 0,89,2179,8,1.0,150,1.0,2050
"non-targeted, random",reputation = 0,89,2179,9,1.0,150,1.0,2200
"non-targeted, random",reputation = 0,89,2179,10,1.0,150,1.0,2350
"non-targeted, random",reputation = 0,89,2179,11,1.0,150,1.0,2500
"non-targeted, random",reputation = 0,89,2179,12,1.0,150,1.0,2650
"non-targeted, random",reputation = 0,89,2179,13,1.0,150,1.0,2800
"non-targeted, random",reputation = 0,89,2179,14,1.0,150,1.0,2950
"non-targeted, random",reputation = 0,89,2179,15,1.0,150,1.0,3100
"non-targeted, random",reputation = 0,89,2179,16,1.0,150,1.0,3250
"non-targeted, random",reputation = 0,89,2180,1,1.0,150,1.0,1150
"non-targeted, random",reputation = 0,89,2180,2,1.0,150,1.0,1300
"non-targeted, random",reputation = 0,89,2180,3,1.0,150,1.0,1450
"non-targeted, random",reputation = 0,89,2180,4,1.0,150,1.0,1600
"non-targeted, random",reputation = 0,89,2180,5,1.0,150,1.0,1750
"non-targeted, random",reputation = 0,89,2180,6,1.0,150,1.0,1900
"non-targeted, random",reputation = 0,89,2180,7,1.0,150,1.0,2050
"non-targeted, random",reputation = 0,89,2180,8,1.0,150,1.0,2200
"non-targeted, random",reputation = 0,89,2180,9,1.0,150,1.0,2350
"non-targeted, random",reputation = 0,89,2180,10,1.0,150,1.0,2500
"non-targeted, random",reputation = 0,89,2180,11,1.0,150,1.0,2650
"non-targeted, random",reputation = 0,89,2180,12,1.0,150,1.0,2800
"non-targeted, random",reputation = 0,89,2180,13,1.0,150,1.0,2950
"non-targeted, random",reputation = 0,89,2180,14,1.0,150,1.0,3100
"non-targeted, random",reputation = 0,89,2180,15,1.0,150,1.0,3250
"non-targeted, random",reputation = 0,89,2180,16,1.0,150,1.0,3400
"non-targeted, random",reputation = 0,89,2181,1,1.0,0,1.0,1000
"non-targeted, random",reputation = 0,89,2181,2,1.0,50,1.0,1050
"non-targeted, random",reputation = 0,89,2181,3,1.0,50,1.0,1100
"non-targeted, random",reputation = 0,89,2181,4,1.0,50,1.0,1150
"non-targeted, random",reputation = 0,89,2181,5,1.0,50,1.0,1200
"non-targeted, random",reputation = 0,89,2181,6,1.0,50,1.0,1250
"non-targeted, random",reputation = 0,89,2181,7,1.0,50,1.0,1300
"non-targeted, random",reputation = 0,89,2181,8,1.0,50,1.0,1350
"non-targeted, random",reputation = 0,89,2181,9,1.0,50,1.0,1400
"non-targeted, random",reputation = 0,89,2181,10,1.0,50,1.0,1450
"non-targeted, random",reputation = 0,89,2181,11,1.0,50,1.0,1500
"non-targeted, random",reputation = 0,89,2181,12,1.0,50,1.0,1550
"non-targeted, random",reputation = 0,89,2181,13,1.0,50,1.0,1600
"non-targeted, random",reputation = 0,89,2181,14,1.0,50,1.0,1650
"non-targeted, random",reputation = 0,89,2181,15,1.0,50,1.0,1700
"non-targeted, random",reputation = 0,89,2181,16,1.0,50,1.0,1750
"non-targeted, random",reputation = 0,90,2182,1,0.0,300,0.0,1300
"non-targeted, random",reputation = 0,90,2182,2,0.0,300,0.0,1600
"non-targeted, random",reputation = 0,90,2182,3,0.0,300,0.0,1900
"non-targeted, random",reputation = 0,90,2182,4,0.0,300,0.0,2200
"non-targeted, random",reputation = 0,90,2182,5,0.0,300,0.0,2500
"non-targeted, random",reputation = 0,90,2182,6,0.0,300,0.0,2800
"non-targeted, random",reputation = 0,90,2182,7,0.0,300,0.0,3100
"non-targeted, random",reputation = 0,90,2182,8,0.0,100,0.0,3200
"non-targeted, random",reputation = 0,90,2182,9,0.0,100,0.0,3300
"non-targeted, random",reputation = 0,90,2182,10,0.0,100,0.0,3400
"non-targeted, random",reputation = 0,90,2182,11,0.0,100,0.0,3500
"non-targeted, random",reputation = 0,90,2182,12,0.0,100,0.0,3600
"non-targeted, random",reputation = 0,90,2182,13,0.0,100,0.0,3700
"non-targeted, random",reputation = 0,90,2182,14,0.0,100,0.0,3800
"non-targeted, random",reputation = 0,90,2182,15,0.0,100,0.0,3900
"non-targeted, random",reputation = 0,90,2182,16,0.0,100,0.0,4000
"non-targeted, random",reputation = 0,90,2183,1,1.0,250,1.0,1250
"non-targeted, random",reputation = 0,90,2183,2,1.0,250,1.0,1500
"non-targeted, random",reputation = 0,90,2183,3,1.0,150,1.0,1650
"non-targeted, random",reputation = 0,90,2183,4,1.0,150,1.0,1800
"non-targeted, random",reputation = 0,90,2183,5,1.0,150,1.0,1950
"non-targeted, random",reputation = 0,90,2183,6,1.0,150,1.0,2100
"non-targeted, random",reputation = 0,90,2183,7,1.0,50,1.0,2150
"non-targeted, random",reputation = 0,90,2183,8,1.0,300,1.0,2450
"non-targeted, random",reputation = 0,90,2183,9,1.0,300,1.0,2750
"non-targeted, random",reputation = 0,90,2183,10,1.0,300,1.0,3050
"non-targeted, random",reputation = 0,90,2183,11,1.0,300,1.0,3350
"non-targeted, random",reputation = 0,90,2183,12,1.0,300,1.0,3650
