version,reputation,group,player,round,action,payoff,avg_action,wealth
"non-targeted, clustered",reputation = 0,8,185,13,1.0,50.0,1.0,1625.0
"non-targeted, clustered",reputation = 0,8,185,14,1.0,50.0,1.0,1675.0
"non-targeted, clustered",reputation = 0,8,185,15,1.0,50.0,1.0,1725.0
"non-targeted, clustered",reputation = 0,8,185,16,1.0,50.0,1.0,1775.0
"non-targeted, clustered",reputation = 0,8,186,1,1.0,0.0,1.0,1000.0
"non-targeted, clustered",reputation = 0,8,186,2,1.0,25.0,1.0,1025.0
"non-targeted, clustered",reputation = 0,8,186,3,1.0,50.0,1.0,1075.0
"non-targeted, clustered",reputation = 0,8,186,4,1.0,50.0,1.0,1125.0
"non-targeted, clustered",reputation = 0,8,186,5,1.0,50.0,1.0,1175.0
"non-targeted, clustered",reputation = 0,8,186,6,1.0,50.0,1.0,1225.0
"non-targeted, clustered",reputation = 0,8,186,7,1.0,50.0,1.0,1275.0
"non-targeted, clustered",reputation = 0,8,186,8,1.0,50.0,1.0,1325.0
"non-targeted, clustered",reputation = 0,8,186,9,1.0,50.0,1.0,1375.0
"non-targeted, clustered",reputation = 0,8,186,10,1.0,50.0,1.0,1425.0
"non-targeted, clustered",reputation = 0,8,186,11,1.0,50.0,1.0,1475.0
"non-targeted, clustered",reputation = 0,8,186,12,1.0,50.0,1.0,1525.0
"non-targeted, clustered",reputation = 0,8,186,13,1.0,50.0,1.0,1575.0
"non-targeted, clustered",reputation = 0,8,186,14,1.0,50.0,1.0,1625.0
"non-targeted, clustered",reputation = 0,8,186,15,1.0,50.0,1.0,1675.0
"non-targeted, clustered",reputation = 0,8,186,16,1.0,50.0,1.0,1725.0
"non-targeted, clustered",reputation = 0,8,187,1,1.0,-16.666666,1.0,983.333334
"non-targeted, clustered",reputation = 0,8,187,2,1.0,50.0,1.0,1033.333334
"non-targeted, clustered",reputation = 0,8,187,3,1.0,50.0,1.0,1083.333334
